company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
Mast Brothers,U.S.A,2012,Blend,Madagascar,72,2.5,2,0,0,0,0,1,0,gritty,tartest,sour,
Mast Brothers,U.S.A,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75,3.75,2,0,0,0,0,1,0,tart,deep choco,,
Mast Brothers,U.S.A,2015,Tanzania,Tanzania,74,3.25,2,0,0,0,0,1,0,green,vegetal,mild spice,
Mast Brothers,U.S.A,2015,Guatemala,Guatemala,76,3,2,0,0,0,0,1,0,bitterish,citrus,intense,
Matale,Australia,2013,Madagascar,"Somia, 2013",68,4,3,1,0,0,0,1,0,sticky,red fruit,,
Matale,Australia,2013,Papua new guinea,"Kulili P., 2013",74,4,3,1,0,0,0,1,0,creamy,grassy,smoke,nut
Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70,3.75,3,1,0,0,0,1,0,nutty,fruity,spicy,
Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72,3.5,3,1,0,0,0,1,0,sticky,butterscotch,nutty,
Maverick,U.S.A,2014,Peru,"Morropon, Norandiono Coop, Piura",63,3.5,3,1,0,0,0,1,0,sweet,cherry,cream,raisin
Maverick,U.S.A,2014,Belize,Maya Mountain,70,3.25,2,0,0,0,0,1,0,heavy roast,smoke,,
Maverick,U.S.A,2014,Dominican republic,Elvesia,70,3.25,2,0,0,0,0,1,0,roasty,coffee,,
Maverick,U.S.A,2014,Peru,Tumbes,82,3.25,2,0,0,0,0,1,0,intense,burnt,bitter,spice
Maverick,U.S.A,2020,Madagascar,"Akesson P., Sambirano",65,3.25,3,1,0,0,0,1,0,sweet edge,sour fruit,,
Maverick,U.S.A,2020,U.s.a.,"Hawai'i Island, Big Island, Mauna Kea",70,3,3,1,0,0,0,1,0,nutty,cheese,savory,
Maverick,U.S.A,2020,Vietnam,"Dak Nong, Marou Cacao",75,3,3,1,0,0,0,1,0,roasty,hammy,dirty,
Mayacama,U.S.A,2016,Dominican republic,Hispaniola,72,3,2,0,0,0,0,1,0,gritty,sweet,earthy,
McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70,3.25,3,1,0,0,0,1,0,cocoa,strawberry,,
McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70,2.5,3,1,0,0,0,1,0,musty,woody,rubbery,roasty
Meadowlands,U.S.A,2014,Dominican republic,Dominican Republic,70,3.5,2,0,0,0,0,1,0,roast,nutty,deep choco,
Meadowlands,U.S.A,2014,Belize,Belize,70,3,2,0,0,0,0,1,0,spicy,metallic,molasses,
Meadowlands,U.S.A,2014,Nicaragua,"Nicaragua, w/ inbs",70,3,2,0,0,0,0,1,0,fatty,sligthly bland,earthy,
Meadowlands,U.S.A,2014,Venezuela,Venezuela,70,2.75,2,0,0,0,0,1,0,molasses,sweet,choco,
Meadowlands,U.S.A,2014,Bolivia,Bolivia,70,2.5,2,0,0,0,0,1,0,pungent,,,
Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70,3.25,2,0,0,0,0,0,1,smooth,coconut,cocoa,
Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70,3.25,2,0,0,0,0,0,1,creamy,coconut,cocoa,
Mellow,Denmark,2019,Dominican republic,"Oko Caribe, El Cibao, 2018 Harvest",70,2.75,2,0,0,0,0,0,1,dry,floral,dirty,coconut
Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85,2.5,2,0,0,0,0,0,1,floral,earthy,bitter,
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80,2.5,4,1,0,1,0,1,0,sticky,tart,slight burnt,
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72,2.5,4,1,0,1,0,1,0,uneven,smokey,hammy,
Mesocacao,Honduras,2014,Honduras,Honduras,70,3.5,3,1,0,0,0,1,0,intense,grassy,spicy,rich
Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80,3.5,3,1,0,0,0,1,0,dried fruit,rich,,
Mesocacao,Honduras,2014,Honduras,Honduras,80,3.25,3,1,0,0,0,1,0,intense,ham,butterscotch,
Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70,3.25,3,1,0,0,0,1,0,acidic,pomegrant,brownie,
Mesocacao,Honduras,2015,El salvador,El Salvador,70,3,3,1,0,0,0,1,0,dairy,caramel,,
Mesocacao,Honduras,2015,El salvador,El Salvador,80,2.75,3,1,0,0,0,1,0,fatty,bitter,woody,roasty
Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75,2.5,3,1,0,0,0,1,0,earthy,floral,rubbery,
Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72,3.5,3,1,0,0,0,1,0,creamy,fatty,mild cherry,
Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70,3,3,1,0,0,0,1,0,fatty,creamy,olive,
Metiisto,Australia,2018,Solomon islands,Tenaru,67,3.75,3,1,0,0,0,1,0,dried fruit,mild hammy,,
Metiisto,Australia,2018,Solomon islands,"Patovaki, Paspaskato Is",72,3.25,3,1,0,0,0,1,0,roasty smokey,acidicity,,
Metropolitan,Netherlands,2015,Blend,South America,70,3.5,3,0,1,0,0,1,0,accesible,simple cocoa note,,
Meybol,Germany,2018,Peru,Piura Blanco,70,3.5,3,1,0,0,0,1,0,grape,mild smoke,sandy,
Michel Cluizel,France,2006,Dominican republic,Los Ancones P.,67,3.75,4,1,1,0,0,1,0,creamy,raisins,licorice,
Michel Cluizel,France,2006,Madagascar,Mangaro P.,65,3.75,4,1,1,0,0,1,0,grapefruit,spices,,
Michel Cluizel,France,2006,Papua new guinea,Maralumi P.,64,3.75,4,1,1,0,0,1,0,tropical fruit mild smoke,,,
Michel Cluizel,France,2006,Sao tome,Tamarina,70,3,4,1,1,0,0,1,0,creamy,licorice,herbs,
Michel Cluizel,France,2006,Blend,Carre Amer,60,2,4,1,1,0,0,1,0,sweet,crisp nibs,,
Michel Cluizel,France,2006,Blend,Carre Grand Noir,85,2,4,1,1,0,0,1,0,bitter coffee flavor,,,
Michel Cluizel,France,2006,Blend,Noir Infini,99,2,4,1,1,0,0,1,0,smooth,bold,bitter,
Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",66,3.5,4,1,1,0,0,1,0,cocoa,orange,,
Michel Cluizel,France,2007,Sao tome,Vila Gracinda,67,3.5,4,1,1,0,0,1,0,creamy,smoke,raspberry,
Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",66,3.75,4,1,1,0,0,1,0,raisins,melon,,
Michel Cluizel,France,2017,Colombia,El Jardin,69,3.25,4,1,1,0,0,1,0,sandy,earthy,fatty,
Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70,3.5,4,1,1,0,0,1,0,dairy,cocoa,fatty,apple
Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70,3,4,1,1,0,0,1,0,sandy,grits,nutty,vanilla
Middlebury,U.S.A,2012,Indonesia,"Balinese, Java",70,2.5,4,1,0,0,1,0,1,leather,salt,,
Middlebury,U.S.A,2012,Bolivia,Alto Beni,75,2,4,1,0,0,1,0,1,sticky,cardboard,bother,
Middlebury,U.S.A,2012,Blend,Houseblend,65,1.5,4,1,0,0,1,0,1,chemical,salt,wtf,
Middlebury,U.S.A,2013,Belize,Belize,80,3.25,4,1,0,0,1,1,0,strawberry,cream,spice,
Middlebury,U.S.A,2013,Dominican republic,La Red,75,2.5,3,0,0,0,1,0,1,molassses,palm,spicy,
Middlebury,U.S.A,2015,Dominican republic,Oko Caribe,75,3.75,3,1,0,0,0,1,0,spicy,rich,mint,
Middlebury,U.S.A,2015,Venezuela,"Patanemo, Epoch, Donaldo",75,3.75,3,1,0,0,0,1,0,nutty,grassy,woody,
Middlebury,U.S.A,2015,Belize,Maya Mountain,80,3.5,3,1,0,0,0,1,0,woody,lemon,bitterish,
Middlebury,U.S.A,2015,Trinidad,San Juan Estate,70,3.5,3,1,0,0,0,1,0,black pepper,dairy,,
Middlebury,U.S.A,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70,3.5,3,1,0,0,0,1,0,rum,herbal,rich,
Middlebury,U.S.A,2015,Tanzania,Kokoa Kamili,75,3.25,3,1,0,0,0,1,0,banana,melon,fatty,
Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70,3.5,3,1,0,0,0,1,0,grape,cocoa,,
Mike & Becky,Belgium,2018,India,Idukki,70,3.25,3,1,0,0,0,1,0,candy spices,sweet,,
Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70,3.25,3,1,0,0,0,1,0,complex,real origin,,
Mike & Becky,Belgium,2018,Dominican republic,"Oko Caribe, hispaniola, 2017 harvest",70,3,3,1,0,0,0,1,0,fatty,simple,,
Millcreek Cacao Roasters,U.S.A,2012,Ecuador,Ecuador,70,3.5,4,1,1,0,0,1,0,wine,brownie batter,,
Millcreek Cacao Roasters,U.S.A,2013,Ecuador,Ecuador,70,2.5,4,1,1,0,0,1,0,unrefined,burnt nuts,vanilla,
Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70,3,3,1,0,0,0,1,0,sandy,nutmeg,astringent,
Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74,3,3,1,0,0,0,1,0,dry,sandy,empty,sweet
Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76,3,3,1,0,0,0,1,0,dry,sandy,dirt,empty
Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70,3.75,2,0,0,0,0,1,0,grape,thick,chewy,
Milton,Japan,2018,Madagascar,Ambanja,70,3.5,2,0,0,0,0,1,0,cocoa,mild pear,sticky,
Milton,Japan,2018,Vietnam,Ben Tre,70,3.25,2,0,0,0,0,1,0,cocounut,late sour,,
Milton,Japan,2018,Brazil,Bahia,70,3,2,0,0,0,0,1,0,intense,sour,hammy,
Mindo,U.S.A,2010,Ecuador,Ecuador,77,2.75,3,1,0,0,0,1,0,dry,coffee notes roaster,,
Mindo,U.S.A,2019,Ecuador,"Ecuador, lot# 181220",67,2.75,3,1,0,0,0,1,0,sandy,harsh,floral,
Minimal,Japan,2016,Haiti,"Acul-du-Nord, 2015",70,3.5,2,0,0,0,0,1,0,gritty,sweet,earty,
Mirzam,U.a.e.,2017,Vietnam,Vietnam,65,3.5,2,0,0,0,0,1,0,slight grainy,roasty,spicy,
Mirzam,U.a.e.,2017,Madagascar,Madagascar,72,3.25,2,0,0,0,0,1,0,tangy,roasty,ham,
Mirzam,U.a.e.,2017,Papua new guinea,Papua New Guinea,72,3,2,0,0,0,0,1,0,grits,intense smoke,,
Mirzam,U.a.e.,2019,Tanzania,Kokoa Kamili,72,3.75,3,1,0,0,0,1,0,complex,fruit,nut,rich
Misina,Czech republic,2020,Vietnam,Vietnam,70,3.5,3,1,0,0,0,1,0,sour fig,cocoa,creamy,fatty
Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",70,3.5,2,0,0,0,0,1,0,coarse,smokey,citrus,
Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",75,3.75,2,0,0,0,0,1,0,sticky,blackberry,acidic,
Mission,Brazil,2019,Puerto rico,"Puerto Rico, 2018 harvest",70,3,3,1,0,0,0,1,0,powdery,intense,floral,
Moho,U.S.A,2010,Belize,"Umoho R., Toledo District, San Felipe",67,2.75,3,1,0,0,0,1,0,rough,sweet,dairy,vanilla
Moho,U.S.A,2013,Belize,"Toledo District, w/ nibs",73,3.25,3,1,0,0,0,1,0,basic,,,
Moho,U.S.A,2013,Belize,Toledo District,72,3,3,1,0,0,0,1,0,strawberry,blueberry,,
Moka,U.S.A,2018,Cameroon,"Kombone Village, 2018 Harvest",68,3,2,0,0,0,0,1,0,earthy,,,
Moka,U.S.A,2018,Brazil,Brazil,72,2.5,3,1,0,0,0,1,0,dirty,rubbery,spicy,
Moka,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.75,2,0,0,0,0,1,0,cocoa,fig,classic,
Moka,U.S.A,2019,Dominican republic,Zorzal Estate,70,3.5,2,0,0,0,0,1,0,dark berry,earthy,,
Moka,U.S.A,2019,Sierra leone,Gola Rainforest,72,3,3,1,0,0,0,1,0,roasty,honey,sweet,
Molucca,U.S.A,2015,Peru,Peru,70,3.25,2,0,0,0,0,1,0,dry,nutty,fruity,
Molucca,U.S.A,2015,Dominican republic,La Red,70,3,2,0,0,0,0,1,0,intensest,tart,red fruit,
Molucca,U.S.A,2015,Indonesia,Indonesia,70,2.75,2,0,0,0,0,1,0,intense,smokey,floral,
Momotombo,Nicaragua,2011,Nicaragua,Matagalpa,70,2.75,2,0,0,0,0,1,0,unrefined,hay,sweet,
Momotombo,Nicaragua,2011,Nicaragua,Mombacho,70,2.75,2,0,0,0,0,1,0,unrefined,bright berry,sweet,
Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,70,3.25,3,1,0,0,0,1,0,fatty,floral,spicy,
Monarque,Canada,2016,Dominican republic,Oko Caribe,72,3.5,2,0,0,0,0,1,0,earthy,spicy,cocoa,
Monsoon,U.S.A,2018,Mexico,Chiapas,70,3.25,3,1,0,0,0,1,0,chalky,powdery,molasses,
MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70,3,3,1,0,0,0,1,0,light color,spicy,sweet,sour
Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,70,3.5,3,1,0,0,0,1,0,grassy,spicy,sweet,
Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,80,3.5,3,1,0,0,0,1,0,sweet,rich,,
Musee du Chocolat Theobroma,Japan,2018,Venezuela,Chuao,70,3.5,2,0,0,0,0,1,0,fruity,roasty,,
Mutari,U.S.A,2016,Vietnam,"Tien Giang, batch 1 SRB",80,3,2,0,0,0,0,1,0,gritty,tart,molasses,
Mutari,U.S.A,2016,Dominican republic,"Oko Caribe, batch 1 SRB",71,2.75,2,0,0,0,0,1,0,gritty,sweet,earthy,
Mutari,U.S.A,2016,Tanzania,"Kokoa Kamili, batch 1 SRB",68,2.75,2,0,0,0,0,1,0,dry,earthy,atypical,
Mutari,U.S.A,2016,Madagascar,"Ambanja, batch 1 SRB",68,2.75,2,0,0,0,0,1,0,sweet,molasses,gritty,
Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",70,3,3,1,0,0,0,1,0,earthy,spicy,cocoa,
Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",58,2.5,3,1,0,0,0,1,0,sweet,earthy,notes,
Naive,Lithuania,2012,Grenada,Grenada,71,2.5,4,1,1,0,0,1,0,sandy,oranges,,
Naive,Lithuania,2013,Blend,Trinidad & Tobago,70,3.75,4,1,0,1,0,1,0,sandy,floral,spice,roasty
Naive,Lithuania,2013,Peru,"Maranon Canyon, Fortunato No. 4",78,3.75,4,1,0,1,0,1,0,orange,floral,caramel,
Naive,Lithuania,2014,Nicaragua,Nicaragua,70,3.25,4,1,0,1,0,1,0,sandy,intense,tropical fruit,
Naive,Lithuania,2014,Venezuela,"Barinas, lot 0077",70,3,4,1,0,1,0,1,0,coarse,sweet,,
Naive,Lithuania,2014,Venezuela,"Chuao, lot 0077",75,2.75,4,1,0,1,0,1,0,coarse,sweet,minty,
Naive,Lithuania,2019,El salvador,"Finca Concepcion, nano-lot",70,3.25,3,1,0,0,0,1,0,bold,savory,creamy,
Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",67,2.75,3,1,0,0,0,1,0,strong,rubbery,woody,sweet
Nathan Miller,U.S.A,2014,Ghana,Ghana,70,3.5,3,1,0,0,0,1,0,brownie,toffee,,
Nathan Miller,U.S.A,2014,Dominican republic,Hispaniola,70,2.5,2,0,0,0,0,0,1,grassy,dirt,mild spice,
Nathan Miller,U.S.A,2014,Madagascar,Madagascar,73.5,2.5,2,0,0,0,0,1,0,intense,pungent,sour fruit,
Nathan Miller,U.S.A,2014,Peru,Peru,72,2.25,2,0,0,0,0,1,0,metallic,medicinal,pungent,
Nearynogs,Ireland,2018,Dominican republic,"Hispaniola, batch 170308",70,3.25,2,0,0,0,0,1,0,dry,sandy,sweet,acidic
Neuhaus (Callebaut),Belgium,2006,Venezuela,Ocumare,71,3,5,1,1,1,0,1,0,pastey,complex,coffee,vanilla
Neuhaus (Callebaut),Belgium,2006,Sao tome,Sao Tome,75,2.75,5,1,1,1,0,1,0,grassy,earthy,burnt,
Neuhaus (Callebaut),Belgium,2006,Blend,West Africa,73,2,5,1,1,1,0,1,0,non descript,poor aftertaste,,
Neuhaus (Callebaut),Belgium,2007,Blend,Dark,73,1,5,1,1,1,0,1,0,pastey,strong flavor,,
Neuhaus (Callebaut),Belgium,2008,Trinidad,Manickchand Estate,67,3.75,5,1,1,1,0,1,0,complex,intense banana,,
Neuhaus (Callebaut),Belgium,2010,Papua new guinea,Papua New Guinea,70,2.5,5,1,1,1,0,1,0,gritty,vanilla,non descript,
Nibble,U.S.A,2015,Madagascar,"Ambanja, Sambirano Valley",72,3,2,0,0,0,0,1,0,molasses,bright fruit,,
Nibble,U.S.A,2015,Peru,Tumbes,72,3,2,0,0,0,0,1,0,molasses,malt,raisin,
Nibble,U.S.A,2015,Dominican republic,Elvesia P.,72,2.75,2,0,0,0,0,1,0,molasses,rum,tea,
Nibble,U.S.A,2015,Venezuela,Patanemo,72,2.25,2,0,0,0,0,1,0,molasses,nut,roasty,bitter
Nibble,U.S.A,2018,Brazil,Bahia,72,3,2,0,0,0,0,1,0,notes sugar,,,
Night Owl,U.S.A,2013,Ecuador,Ecuador,75,3.5,3,1,0,0,0,1,0,single note,spicy,,
Night Owl,U.S.A,2013,Peru,Peru,75,2.75,3,1,0,0,0,1,0,spicy,red fruit,raisins,
Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72,3.75,3,1,0,0,0,1,0,floral,cocoa,creamy,
Nina,Peru,2018,Peru,Chazuta,70,3,3,1,0,0,0,1,0,pungent,grape,sour,
Ninth (9th) & Larkin,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72,3,3,1,0,0,0,1,0,sweet,melon notes,,
Ninth (9th) & Larkin,U.S.A,2018,Dominican republic,Oko Caribe,72,3,3,1,0,0,0,1,0,basic,sour ending,,
Ninth (9th) & Larkin,U.S.A,2018,Vietnam,"Ben Tre, batch VNBT186",72,2.75,3,1,0,0,0,1,0,spicy,vanilla,sweet,
Ninth (9th) & Larkin,U.S.A,2019,Colombia,"Sierra Nevada, batch CSN192",72,3.25,3,1,0,0,0,1,0,strong basic,rubber,,
Ninth (9th) & Larkin,U.S.A,2019,Fiji,"Matasawalevu, batch FJMA1",74,2.75,3,1,0,0,0,1,0,sour,rubbery,,
Noble Bean aka Jerjobo,U.S.A,2014,Peru,Maranon Canyon,75,3.25,4,0,1,1,0,0,1,roasty,mild orange,,
Noble Bean aka Jerjobo,U.S.A,2014,Ghana,Ghana,75,3,4,0,1,1,0,0,1,nutty,roast,spice,
Noble Bean aka Jerjobo,U.S.A,2014,Belize,Moho Valley,75,3,4,0,1,1,0,0,1,coconut,mild metallic,,
Nova Monda,Nicaragua,2012,Ecuador,"Punta Galera, cacao Nacional, gold label",80,3.25,2,0,0,0,0,1,0,sandy,strawberries,,
Nova Monda,Nicaragua,2012,Nicaragua,"La Patriota, cacao Indio, purple label",70,3,2,0,0,0,0,1,0,woody,coffee,roasted cherry,
Nova Monda,Nicaragua,2012,Nicaragua,"La Dalia, Matagalpa,cacao Bisesto,green label",75,2.75,2,0,0,0,0,1,0,fatty,honey,earthy,
Nuance,U.S.A,2015,Ghana,"Ghana, 2013, batch 3581",70,3.75,2,0,0,0,0,1,0,rich,cherry,smoke,cocoa
Nuance,U.S.A,2015,Dominican republic,La Red,70,3.75,2,0,0,0,0,1,0,rich,mild smoke,red fruit,
Nuance,U.S.A,2015,Madagascar,"Sambirano Valley, 2012, batch 3062",70,3.5,2,0,0,0,0,1,0,fruity,sour,acidic,
Nuance,U.S.A,2015,Venezuela,"Canoabo, 2013, batch 2642",70,3,2,0,0,0,0,1,0,intense,slightly burnt,,
Nuance,U.S.A,2015,Ecuador,"Ecuador, 2013",70,2.75,2,0,0,0,0,1,0,earthy,roasted nuts,,
Nuance,U.S.A,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70,3.25,3,1,0,0,0,1,0,spicy,cocoa,hammy,
Nuance,U.S.A,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70,3,3,1,0,0,0,1,0,cocoa,nut,dried fruit,rubbery
Nugali,Brazil,2016,Brazil,Fazenda Leolinda,70,3.5,3,1,0,0,0,1,0,nutty,banana,cocoa,
Oakland Chocolate Co.,U.S.A,2010,Jamaica,Jamaica,70,2.5,5,1,1,1,0,1,0,grassy,vanilla,burnt,
Obolo,Chile,2015,Peru,"Pangoa, w/ nibs",70,3.75,2,0,0,0,0,1,0,creamy,roasty,mild grape,
Obolo,Chile,2019,Peru,"Pangoa, 2018, batch 1584 - E",70,3.75,2,0,0,0,0,1,0,intense grapes,sweet cocoa,,
Ocelot,Scotland,2015,Peru,Piura,75,4,3,1,0,0,0,1,0,peanut butter,raspberry,,
Ocelot,Scotland,2015,Congo,Virunga,70,3.75,3,1,0,0,0,1,0,melon,earthy,tobacco,
Ocho,New zealand,2014,Papua new guinea,"PNG, Nib Bar, WAG1",74,3.5,2,0,0,0,0,1,0,smokey,intense,coffee,
Ocho,New zealand,2014,Papua new guinea,"PNG, Voodoo, batch 95",88,3.25,2,0,0,0,0,1,0,intense,bitter,sour,smokey
Ocho,New zealand,2014,Papua new guinea,"PNG, Revolution, WAG1",70,3,2,0,0,0,0,1,0,smoke,sour fruit,hammy,
Ocho,New zealand,2014,Papua new guinea,"PNG, Devotion, batch 96, gogol naru",66,2.75,2,0,0,0,0,1,0,smoke,sour fruit,hammy,
Ocho,New zealand,2016,Samoa,Sang Yum Coop,70,3.5,2,0,0,0,0,1,0,cocoa,roasty,nutty,
Ocho,New zealand,2016,Samoa,Sang Yum Coop,100,2.75,1,0,0,0,0,0,0,bitter,intense,nutty,
Ohiyo,U.S.A,2015,Tanzania,Tanzania,70,3,3,1,0,0,0,1,0,sweet,sandy,fruit,pungent
Ohiyo,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70,2.75,3,1,0,0,0,1,0,notes,sour,roasty,
Oialla by Bojessen (Malmo),Germany,2011,Bolivia,"Sylvestre, Oialla",70,3.5,2,0,0,0,0,1,0,rich,one dimensional,,
Oialla by Bojessen (Malmo),Germany,2018,Brazil,Beniano,78,3.75,3,1,0,0,0,1,0,creamy,cherry,acidic,
Olive and Sinclair,U.S.A,2009,Blend,"Dark 75, Ghana, Domin. Rep",75,3,3,1,0,0,0,1,0,fatty,cheese,musty,
Olive and Sinclair,U.S.A,2009,Blend,"Dark 67, Ghana, Domin. Rep",67,2.75,3,1,0,0,0,1,0,sandy,cheese,sour,
Olive and Sinclair,U.S.A,2010,Dominican republic,Dominican Republic prototype,72,3,3,1,0,0,0,1,0,earthy,cheesy,,
Olive and Sinclair,U.S.A,2010,Ghana,Ghana prototype,72,3,3,1,0,0,0,1,0,gritty,simple cocoa,burnt,
Olivia,Canada,2011,Blend,Carribean-Raw,85,3,5,1,1,1,0,1,0,sticky,berry,bitter,
Olivia,Canada,2011,Blend,Carribean,76,2.75,5,1,1,1,0,1,0,rubber,cocoa,bitter,
Olivia,Canada,2011,Blend,Carribean,85,2.75,5,1,1,1,0,1,0,creamy,medicinal,mint,bitter
Olivia,Canada,2011,Blend,Carribean-Raw,76,2,5,1,1,1,0,1,0,intense,medicinal,leathery,
Omanhene,Ghana,2011,Ghana,Ghana,80,2.75,4,1,0,1,0,1,0,grits,strong vanilla,brownie,
Omnom,Iceland,2014,Madagascar,Madagascar,66,3.5,3,1,0,0,0,1,0,red berry,mild molasses,,
Omnom,Iceland,2014,Papua new guinea,Papua New Guinea,70,3,3,1,0,0,0,1,0,intensely smokey,,,
Omnom,Iceland,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70,3.75,3,1,0,0,0,1,0,sweet,dried fruit,gateway,
Omnom,Iceland,2018,Nicaragua,Nicaragua,73,3,3,1,0,0,0,1,0,intense spice,coarse,,
organicfair,Canada,2013,Dominican republic,Caribe,72,3,3,1,0,0,0,1,0,sandy,cinamon,roast,
organicfair,Canada,2013,Ecuador,Mindo,72,3,3,1,0,0,0,1,0,spicy,sweet,roast,
organicfair,Canada,2013,Belize,Maya Mountain,74,2.75,3,1,0,0,0,1,0,sandy,ashey,mild fruit,
organicfair,Canada,2013,Dominican republic,La Red,72,2.75,3,1,0,0,0,1,0,sandy,roasty,fruity,
organicfair,Canada,2013,Nicaragua,Nicaraqua,72,2.75,3,1,0,0,0,1,0,grits,roasty,woody,
organicfair,South africa,2018,Panama,Panama,71,3,3,1,0,0,0,1,0,fatty,bland,spice,
Original Beans (Felchlin),Switzerland,2009,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68,3.25,3,1,0,0,0,1,0,rich,bread notes,,
Original Beans (Felchlin),Switzerland,2009,Congo,"D.R. Congo, Cru Virunga",70,3,3,1,0,0,0,1,0,vegetable honey,,,
Original Beans (Felchlin),Switzerland,2009,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",75,3,3,1,0,0,0,1,0,creamy,sour banana,lemon,
Original Beans (Felchlin),Switzerland,2011,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66,3.75,3,1,0,0,0,1,0,creamy,melon,subtle,
Original Beans (Felchlin),Switzerland,2014,Blend,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",80,3.25,2,0,0,0,0,1,0,creamy,bitterish,coffee,
Original Beans (Felchlin),Switzerland,2014,Papua new guinea,Papua Kerafat,68,2.75,3,1,0,0,0,1,0,fatty,dates,musty,
Original Hawaiin Chocolate Factory,U.S.A,2006,U.s.a.,"Hawai'i Island, Kona Estate, Hualalai Mtn",60,3,5,1,1,1,0,1,0,muddy,pastey,sweet,vanilla
Original Hawaiin Chocolate Factory,U.S.A,2009,U.s.a.,"Hawai'i Island, Kona Grand Cru E.",60,3,5,1,1,1,0,1,0,sticky,tobacco,,
Orquidea,Peru,2012,Peru,Peru,65,3,4,1,0,1,0,1,0,dry,banana,molasses,
Orquidea,Peru,2012,Peru,Peru,72,3,4,1,0,1,0,1,0,sandy,molasses,brownie,
Pacari,Ecuador,2008,Ecuador,Raw,70,3.5,4,1,0,1,0,1,0,sandy,green,spice,nuts
Pacari,Ecuador,2008,Ecuador,Los Rios,72,3,4,1,0,1,0,1,0,sandy,rubber,spice,floral
Pacari,Ecuador,2008,Ecuador,Manabi,65,3,4,1,0,1,0,1,0,creamy,sweet,green,
Pacari,Ecuador,2008,Ecuador,Esmeraldas,60,2.75,4,1,0,1,0,1,0,floral,rubber,vanilla,metallic
Pacari,Ecuador,2011,Ecuador,Nube- prototype,70,3.5,4,1,0,1,0,1,0,waxy,sandy,floral,
Pacari,Ecuador,2012,Peru,Piura,70,4,4,1,0,1,0,1,0,light color,complex,molasses,
Pacari,Ecuador,2012,Ecuador,"Ecuador, raw",85,2.75,4,1,0,1,0,1,0,spice,mostly bitter,,
Pacari,Ecuador,2014,Ecuador,Tangara,70,4,4,1,0,1,0,1,0,creamy,spicy,cocoa,
